SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,LOI,Li,Rb,Cs,Be,Ta,Nb,Sn,W,Ba,Sr,Y,Zr,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Source_Sheet,Li_Class,Li_Label,Total_Majors,ilr_SiO2_vs_rest,ilr_TiO2_vs_rest,ilr_Al2O3_vs_rest,ilr_Fe2O3_vs_rest,ilr_FeO_vs_rest,ilr_MgO_vs_rest,ilr_CaO_vs_rest,ilr_Na2O_vs_rest,ilr_K2O_vs_rest,ilr_P2O5_vs_rest,ilr_MnO_vs_rest,Rb_Sr,Ta_Nb,Rb_Cs,La_Yb,Ce_Yb,Sn_W
74.77,0.02,14.47,0.16,0.32,0.12,0.48,4.97,3.02,0.15,0.04,0.74,,456.0,23.0,6.37,3.53,9.83,13.3,0.81,3.36,2.36,2.5,23.0,1.69,0.66,1.22,1.25,2.07,0.32,1.1,0.52,0.05,0.48,0.1,0.52,0.07,0.21,0.03,0.25,0.05,"Gao Li-E, et al., 2021",,,99.25999999999999,4.981510844316945,-3.170991068934013,3.434588826640779,-0.9379253478426106,-0.32250187423979926,-1.431809764176694,-0.17553077396291922,2.398299948729171,2.5209628258410834,-0.11196578917208307,-2.063175470604431,193.22033898305085,0.3591047812817904,19.82608695652174,5.0,8.28,16.419753086419753
74.86,0.02,14.26,0.7890642364969993,0.71,0.1,0.5,4.42,3.62,0.18,0.09,0.63,,439.0,16.8,27.1,4.05,11.2,17.3,0.76,5.77,4.8,5.98,22.9,1.76,1.13,1.6,2.05,4.39,0.58,1.94,0.94,0.06,0.91,0.21,1.08,0.16,0.46,0.08,0.63,0.08,"Gao Li-E, et al., 2021",,,100.17906423649701,4.709991042884558,-3.4696877919624822,3.088957263017035,0.3836205120813977,0.32211205305170043,-1.7452013788747724,-0.3018992199113617,2.0667672780672373,2.43763102587786,-0.22846218874122373,-1.3759662619767374,91.45833333333334,0.36160714285714285,26.13095238095238,3.2539682539682535,6.9682539682539675,22.763157894736842
72.11,0.03,15.87,0.07,0.48,0.14,0.4,4.81,4.13,0.18,0.11,0.79,,589.0,35.6,187.0,8.64,13.4,20.0,1.19,11.4,23.9,2.2,23.6,2.02,0.69,1.4,1.03,1.71,0.25,0.84,0.34,0.06,0.31,0.07,0.41,0.06,0.2,0.03,0.3,0.05,"Gao Li-E, et al., 2021",,,99.12,4.808608138363989,-2.8971490445355697,3.4072834275929016,-1.943233891864024,-0.1451976144907198,-1.4985270472303578,-0.6230585957976517,2.017449088106111,2.4285164900934935,-0.4027776039396932,-1.3940981985495342,24.644351464435147,0.6447761194029851,16.54494382022472,3.4333333333333336,5.7,16.80672268907563
75.38,0.03,13.97,0.16,0.31,0.11,0.43,4.6,3.45,0.13,0.1,0.82,,477.0,29.9,12.8,5.4,7.95,12.9,0.97,5.03,6.08,2.9,21.4,1.52,0.76,1.52,1.15,2.09,0.29,1.0,0.42,0.05,0.38,0.09,0.55,0.08,0.26,0.05,0.36,0.05,"Gao Li-E, et al., 2021",,,99.48999999999998,4.895885623130983,-2.848055243254494,3.3271425120188836,-1.0207554749556427,-0.45036319643312467,-1.63914181688328,-0.4460331224798026,2.1034932609024968,2.3834114788361696,-0.6447896464921143,-1.4878475290106852,78.45394736842105,0.679245283018868,15.953177257525084,3.194444444444444,5.805555555555555,13.29896907216495
74.79,0.02,14.23,0.35,0.63,0.12,0.38,4.5,3.57,0.19,0.46,0.51,,425.0,16.1,48.9,2.45,7.21,8.02,0.78,4.28,3.66,4.4,19.0,1.52,0.41,1.25,0.68,0.51,0.14,0.46,0.2,0.05,0.33,0.11,0.8,0.13,0.38,0.07,0.62,0.08,"Gao Li-E, et al., 2021",,,99.74999999999999,4.669795304388641,-3.5127388395976435,3.039142617113334,-0.532066317873826,0.025063879841787085,-1.7621497550006648,-0.8223065697361673,1.756285725642413,2.0000283209600767,-0.7640730386378297,-0.07296227315348618,116.12021857923497,0.33980582524271846,26.397515527950308,1.0967741935483872,0.8225806451612904,10.282051282051281
73.88,0.02,14.4,0.08,0.23,0.11,0.6,4.84,4.15,0.06,0.1,0.92,,571.0,91.9,2.44,3.36,5.47,8.39,0.35,59.5,34.8,4.3,26.8,2.08,,1.74,2.75,5.21,0.62,2.07,0.59,0.17,0.6,0.12,0.77,0.12,0.4,0.06,0.46,0.06,"Gao Li-E, et al., 2021",,,99.39,5.003385075552764,-3.134470004059803,3.4698527360950475,-1.6285492105993278,-0.7176334354820693,-1.625349629285142,-0.06477252949448306,2.254834841523872,2.733378945941925,-1.3230734038121041,-1.569213832408099,16.408045977011497,0.6142595978062158,6.213275299238302,5.978260869565217,11.326086956521738,23.971428571428575
73.91,0.06,14.71,0.9224272060457879,0.83,0.19,0.71,4.11,3.96,0.17,0.04,0.78,,454.0,20.8,1.44,3.92,9.86,13.7,0.71,127.0,45.9,7.0,31.7,1.68,,3.12,6.27,12.7,1.56,5.73,1.55,0.28,1.47,0.26,1.35,0.21,0.55,0.09,0.64,0.09,"Gao Li-E, et al., 2021",,,100.3924272060458,4.541349862400394,-2.4887957291602283,3.048084935493489,0.4706035504580858,0.4207415478340588,-1.1067052816078744,0.13458920350988263,2.128008229317271,2.7043161958530515,-0.03126222509102689,-2.10040021153895,9.891067538126363,0.3975659229208925,21.826923076923077,9.796875,19.84375,19.295774647887324
74.64,0.06,14.38,0.8335185596799288,0.75,0.19,0.63,4.28,3.61,0.15,0.05,0.64,,425.0,21.3,3.08,4.54,10.2,15.9,0.84,133.0,39.2,6.9,35.4,1.83,,4.28,8.49,17.8,2.13,7.69,1.89,0.28,1.67,0.29,1.4,0.21,0.61,0.1,0.69,0.09,"Gao Li-E, et al., 2021",,,100.21351855967993,4.593999958037032,-2.4414285726794933,3.076534799177895,0.4189764230776705,0.3622018878541028,-1.0648278527636363,0.05318409423812245,2.207277177265344,2.6530003155629713,-0.14379345519901982,-1.8027299686247684,10.841836734693876,0.4450980392156863,19.953051643192488,12.304347826086957,25.797101449275367,18.92857142857143
72.01,0.08,15.27,0.63,0.566874,0.2,0.9,3.39,6.62,0.1,0.01,,,318.0,7.95,,0.909,7.5,9.39,5.76,186.0,87.3,13.5,58.9,2.11,6.73,1.97,7.93,17.3,1.83,6.93,1.94,0.394,1.86,0.361,2.29,0.435,1.17,0.17,0.992,0.13,"Hopkinson T. N., 2016, PhD thes",,,99.776874,6.937611410041293,0.46521505466814467,6.050006826272913,3.3828075718819575,3.722870522592537,3.1735067189060646,5.4025780251462185,8.099505712767916,11.229218086454214,10.745548618335695,15.355489095128682,3.642611683848797,0.1212,40.0,7.993951612903226,17.43951612903226,1.6302083333333335
76.0,0.08,13.03,0.53,0.47689400000000004,0.21,0.92,2.77,4.83,0.06,0.01,,,162.0,2.62,,0.475,4.4,4.31,5.4,777.0,116.0,6.2,37.3,1.05,3.48,1.57,5.93,11.7,1.23,4.0,0.963,0.702,1.21,0.181,1.4,0.275,0.971,0.136,0.805,0.122,"Hopkinson T. N., 2016, PhD thes",,,98.91689400000001,7.116460636591846,0.6045740439327758,6.036857246105718,3.35303700537046,3.689113873144422,3.373918873316196,5.610338623143259,8.103562861624873,11.103667184255858,10.32846124308049,15.355489095128682,1.396551724137931,0.10795454545454544,61.83206106870229,7.366459627329192,14.534161490683228,0.798148148148148
70.43,0.01,16.54,0.36,0.323928,0.03,0.26,6.23,5.87,0.05,0.19,,,1041.0,111.0,,255.0,28.7,26.3,1.53,80.3,14.1,4.1,27.0,3.33,4.76,8.38,1.18,1.12,0.0734,0.181,0.0726,0.0135,0.0419,0.0112,0.0709,0.0601,0.0581,0.0104,0.078,0.0121,"Hopkinson T. N., 2016, PhD thes",,,100.29392800000001,7.222574322571352,-1.380291855554095,6.285859123561573,2.9681984720660335,3.2527479928422687,1.185986333454521,3.7688744259724514,8.167288666188986,10.475194591439225,8.977534135708947,17.43752186408727,73.82978723404256,8.885017421602788,9.378378378378379,15.128205128205128,14.35897435897436,17.18954248366013
73.79,0.07,14.15,0.77,0.6928460000000001,0.16,0.82,3.67,5.29,0.12,0.01,,,322.0,14.5,,3.81,12.9,3.8,0.86,188.0,61.0,24.2,46.3,1.54,10.1,6.48,11.0,22.6,2.45,9.21,2.42,0.393,2.85,0.539,3.49,0.747,2.14,0.316,2.15,0.328,"Hopkinson T. N., 2016, PhD thes",,,99.54284600000001,6.968579280933194,0.3334797033266753,5.964826340027851,3.581212621163778,3.9478407022750566,2.975508200229974,5.310769082492861,8.17987056160026,10.982356699567305,10.894413546087378,15.355489095128682,5.278688524590164,0.29534883720930233,22.20689655172414,5.116279069767442,10.511627906976745,4.4186046511627906
73.4,0.01,15.01,0.0,0.0,0.03,0.35,3.44,6.65,0.03,0.09,,,995.0,41.7,,10.3,51.1,,,9.3,14.0,7.0,6.1,0.5,1.8,1.5,1.6,2.8,0.3,1.0,0.4,,0.5,0.2,1.0,0.2,0.5,0.1,0.7,0.1,"Hopkinson T. N., 2016, PhD thes",,,99.01000000000002,11.78990932226248,3.5796523003488296,11.666968165621281,-17.746715151083936,-20.122883519172927,1.4066294989905024,4.355565669466082,7.889492630158619,10.946406717823276,8.865495762610909,16.909161493552872,71.07142857142857,0.2015655577299413,23.860911270983213,2.285714285714286,4.0,
73.7,0.07,14.33,1.08,0.9717840000000001,0.09,1.21,3.43,4.8,0.09,0.03,,,453.0,67.7,,3.8,11.2,,,164.0,58.5,38.8,60.0,2.6,16.4,43.7,18.5,38.0,,21.7,3.47,0.36,,0.83,,,,,5.01,0.76,"Whittington A., et al., 2000",,,99.801784,6.867394858267214,0.22391771106307054,5.857025381195184,3.8061287921098166,4.2028716683436755,2.2830946530828675,5.547980419964359,7.959784790121389,10.664081624936859,10.21101552880495,16.132325294340777,7.743589743589744,0.3392857142857143,6.691285081240768,3.692614770459082,7.584830339321358,
73.36,0.09,14.3,1.15,1.03477,0.11,1.24,3.61,4.8,0.09,0.04,,,458.0,68.6,,4.02,12.1,,,166.0,60.0,41.2,62.0,2.58,16.1,40.5,17.9,36.0,,20.7,3.47,0.38,,0.83,,,,,5.11,0.74,"Whittington A., et al., 2000",,,99.82477000000002,6.781254661886187,0.39798631174290316,5.7823477259448985,3.7914698804096605,4.18625002483676,2.4128180301271662,5.508476024789764,7.941204847870051,10.581034963951327,10.09356981452941,16.33574723859723,7.633333333333334,0.33223140495867765,6.676384839650146,3.5029354207436394,7.045009784735812,
74.74,0.08,14.02,1.04,0.9357920000000001,0.06,1.18,3.44,4.92,0.05,0.03,,,444.0,64.5,,3.4,11.2,,,147.0,57.6,46.7,70.0,3.1,20.7,33.0,19.3,44.0,,21.5,3.93,0.36,,0.95,,,,,5.48,0.85,"Whittington A., et al., 2000",,,100.495792,6.96389588337737,0.45498162876515924,5.948668323259523,3.8917560734477674,4.299963879142011,1.9980189231022654,5.62733688072959,8.088300313559143,10.855145449329585,9.731089726597459,16.132325294340777,7.708333333333333,0.3035714285714286,6.883720930232558,3.5218978102189777,8.02919708029197,
73.95,0.09,14.11,1.18,1.061764,0.11,1.41,3.48,4.91,0.06,0.03,,,395.0,36.0,,2.47,11.1,,,195.0,71.7,44.6,74.0,3.29,20.9,39.4,22.2,44.0,,24.4,3.72,0.45,,0.9,,,,,5.29,0.77,"Whittington A., et al., 2000",,,100.39176400000001,6.83597345438838,0.4495264079760774,5.825228145203203,3.8809134415240547,4.28766949015877,2.5021112664072116,5.754870160031984,8.058327235852952,10.800751743884017,9.879954654349143,16.132325294340777,5.509065550906555,0.22252252252252255,10.972222222222221,4.196597353497165,8.31758034026465,
73.83,0.08,14.23,1.14,1.025772,0.13,1.37,3.47,4.77,0.06,0.04,,,474.0,70.5,,2.86,11.7,,,182.0,67.5,41.5,78.0,3.16,17.2,33.8,18.9,38.1,,20.6,3.3,0.38,,0.87,,,,,4.76,0.7,"Whittington A., et al., 2000",,,100.14577200000001,6.815629911668608,0.305412586937411,5.798985279110057,3.806012556061511,4.202739869053446,2.6217313488773386,5.681882193224641,7.997894092143641,10.692653014466282,9.762508940073602,16.33574723859723,7.022222222222222,0.24444444444444444,6.723404255319149,3.9705882352941173,8.004201680672269,
74.84,0.06,14.09,0.9,0.8098200000000001,0.07,0.87,3.87,4.55,0.07,0.05,,,497.0,47.3,,5.5,13.4,,,94.0,35.7,40.5,44.0,2.1,16.0,27.0,15.7,31.86,,17.4,3.12,0.24,,0.82,,,,,5.65,0.82,"Whittington A., et al., 2000",,,100.17981999999999,6.9508660110332405,0.13758227715537039,5.906263516830912,3.68571194867612,4.06633180203412,2.050911177587407,5.187190296565054,8.021668971574298,10.542844635668766,9.797274469748185,16.493533556909558,13.921568627450979,0.4104477611940298,10.50739957716702,2.7787610619469025,5.638938053097345,
68.04,0.03,17.9,0.42,0.56,0.08,0.76,5.43,6.42,0.06,0.08,0.5,,369.0,6.88,12.7,0.96,5.23,4.15,0.52,44.5,16.1,31.0,55.1,3.02,15.3,4.86,8.27,18.4,2.35,9.46,3.77,0.09,4.85,0.88,5.25,1.09,3.24,0.57,3.95,0.57,"Zeng, Ling-Sen, et al., 2019",,,100.28000000000002,4.68018435682228,-2.9768976394097977,3.4459993472793147,-0.12717212533109898,0.16334543584091524,-1.9132081203639797,0.20242822689683773,2.4463981126241876,3.3516744555058717,-0.9830396782620934,-1.2958307800931996,22.919254658385093,0.18355640535372847,53.633720930232556,2.093670886075949,4.658227848101265,7.980769230769231
71.42,0.03,15.5,0.34,0.45,0.1,0.65,4.52,5.66,0.05,0.05,0.53,,337.0,6.74,11.6,1.14,5.8,5.09,0.62,725.0,20.7,17.0,36.8,2.01,12.0,5.42,6.74,15.3,1.86,7.09,2.9,0.08,2.79,0.54,2.8,0.56,1.76,0.28,2.15,0.3,"Zeng, Ling-Sen, et al., 2019",,,99.3,4.8493828830434875,-2.842398474133364,3.4429458790523118,-0.20201977713912522,0.07058650945888151,-1.5430829859994097,0.2246561395293349,2.443344078233965,3.4140495314883896,-0.9638146099912034,-1.6693758735819462,16.280193236714975,0.196551724137931,50.0,3.1348837209302327,7.116279069767442,8.209677419354838
73.07,0.05,15.1,0.71,0.638858,0.1,0.7,3.88,4.82,0.1,0.01,0.73,,323.0,11.65,,0.5,4.9,12.0,,139.5,88.6,7.2,27.0,1.1,6.94,3.73,8.7,18.8,2.12,7.4,2.71,0.52,2.78,0.36,1.76,0.26,0.59,0.07,0.38,0.05,"Gao Peng, et al., 2021b",,,99.90885800000001,4.807181854512258,-2.3768236855865124,3.3916411430487945,0.5493356523398538,0.5100153600240139,-1.4141869114055088,0.4583492478136261,2.476005385730966,3.4470085276452043,0.1284801235714165,-3.0338129652418724,3.6455981941309257,0.1020408163265306,27.725321888412015,22.89473684210526,49.473684210526315,
72.59,0.05,15.32,0.77,0.6928460000000001,0.11,0.76,4.1,4.66,0.11,0.01,0.81,,320.0,12.45,,0.5,5.0,13.0,,147.5,88.2,8.5,63.0,2.5,8.5,4.15,12.2,26.7,2.93,10.7,3.41,0.55,3.17,0.4,1.93,0.3,0.7,0.09,0.52,0.08,"Gao Peng, et al., 2021b",,,99.98284600000001,4.750828140483528,-2.4316436866419213,3.3462821894754886,0.5693276001239091,0.5326840980498976,-1.372690150521904,0.4931291295431759,2.488318487893109,3.360239902905746,0.16384693673723527,-3.107344796848373,3.6281179138321993,0.1,25.70281124497992,23.46153846153846,51.34615384615384,
72.68,0.05,15.3,0.7,0.62986,0.09,0.73,4.14,4.79,0.08,0.01,0.96,,332.0,12.05,,0.4,4.7,11.0,,145.0,91.3,6.4,48.0,1.8,7.4,3.8,10.0,21.5,2.3,8.3,2.63,0.54,2.5,0.32,1.42,0.23,0.53,0.07,0.39,0.05,"Gao Peng, et al., 2021b",,,100.15986000000001,4.799381184109339,-2.3797560421027706,3.4022691399134914,0.5322167804314336,0.4906043838258767,-1.5350819828293765,0.4766904093288922,2.5240676218985225,3.4269526064734093,-0.16553043722790375,-3.2274815578834612,3.6363636363636367,0.0851063829787234,27.55186721991701,25.64102564102564,55.128205128205124,
72.46,0.05,15.42,0.73,0.656854,0.1,0.76,4.12,4.81,0.07,0.01,0.67,,325.0,12.0,,0.5,4.6,12.0,,148.5,91.6,5.5,41.0,1.6,6.05,2.67,8.7,18.6,2.06,7.2,2.09,0.53,2.16,0.27,1.29,0.19,0.45,0.06,0.33,0.04,"Gao Peng, et al., 2021b",,,99.856854,4.818803065182806,-2.35530091243837,3.437540442971874,0.6078746009639202,0.576392288625641,-1.3675467948287072,0.6036219009473425,2.6290845084219203,3.572931864291982,-0.12772959029615893,-2.9731666639763796,3.548034934497817,0.10869565217391305,27.083333333333332,26.36363636363636,56.36363636363637,
72.91,0.06,15.14,0.85,0.76483,0.11,0.78,3.9,4.56,0.08,0.01,0.73,,315.0,11.9,,0.5,5.5,13.0,,149.0,88.3,6.5,58.0,2.4,7.28,3.33,10.1,21.4,2.42,8.4,2.69,0.53,2.58,0.31,1.48,0.24,0.57,0.07,0.41,0.06,"Gao Peng, et al., 2021b",,,99.89483,4.7637413821458905,-2.2308908018747746,3.3635808272570253,0.7060457588644918,0.6877079185074261,-1.300449765477605,0.6070598255304273,2.542899696830265,3.46340228395345,-0.0537158231327061,-3.0338129652418724,3.567383918459796,0.09090909090909091,26.470588235294116,24.634146341463417,52.19512195121951,
72.1,0.07,15.52,1.02,0.9177960000000001,0.12,0.82,4.04,4.8,0.1,0.02,0.58,,336.0,12.35,,1.2,7.0,13.0,,205.0,89.8,8.4,52.0,2.2,10.5,11.75,13.5,29.4,3.26,11.6,3.37,0.56,3.25,0.43,2.0,0.29,0.64,0.08,0.44,0.07,"Gao Peng, et al., 2021b",,,100.10779599999996,4.626539471050519,-2.2077963279580053,3.2527538266027487,0.7492256310851797,0.736669291452921,-1.3468608019827337,0.5116130296188021,2.409519350992823,3.309713253648153,-0.06059221336017249,-2.3810377156446196,3.7416481069042318,0.17142857142857143,27.206477732793523,30.681818181818183,66.81818181818181,
72.89,0.1,15.52,0.4,0.35992,0.15,0.73,3.79,5.54,0.09,0.01,0.63,,353.0,11.15,,0.7,6.0,11.0,,290.0,109.5,6.7,37.0,1.4,9.73,19.45,13.9,28.8,3.18,11.4,3.14,0.7,2.72,0.32,1.51,0.22,0.5,0.06,0.32,0.04,"Gao Peng, et al., 2021b",,,100.20992000000001,4.814962485555344,-1.6387347212268417,3.5059067015910124,0.03938220653225508,-0.06821749618771349,-1.0241450381934236,0.5216577208722221,2.480385422418517,3.6405210232300313,0.10259868571458271,-2.929638660400924,3.223744292237443,0.11666666666666665,31.659192825112108,43.4375,90.0,
72.53,0.09,15.43,1.02,0.9177960000000001,0.14,0.85,3.73,4.9,0.11,0.01,0.72,,344.0,9.74,,0.4,5.6,14.0,,250.0,101.5,8.1,48.0,1.7,10.2,5.48,15.1,32.4,3.56,12.9,3.51,0.67,3.34,0.41,1.88,0.28,0.58,0.07,0.35,0.04,"Gao Peng, et al., 2021b",,,100.44779600000001,4.632689484090896,-1.943714983643585,3.273667627798041,0.7787766103972548,0.7701769524207056,-1.141667723749443,0.6248986887592967,2.4188322994883507,3.4377325218925563,0.2119316596895981,-3.0240596136270073,3.3891625615763545,0.07142857142857144,35.318275154004105,43.142857142857146,92.57142857142857,
71.85,0.1,15.57,1.16,1.043768,0.16,0.9,3.96,4.57,0.1,0.01,0.76,,345.0,11.55,,0.7,6.9,15.0,,228.0,100.0,8.8,56.0,2.2,12.85,6.15,17.9,37.8,4.32,15.3,4.26,0.67,3.8,0.47,2.13,0.31,0.68,0.08,0.41,0.05,"Gao Peng, et al., 2021b",,,100.18376799999999,4.579177624852392,-1.8819518279205192,3.2404105313164644,0.8684331546968597,0.8718379179747917,-1.018972009471538,0.6864118091734436,2.4971635775872536,3.3892573151135323,0.11203837309803823,-3.062290912427134,3.45,0.10144927536231883,29.87012987012987,43.65853658536585,92.1951219512195,
72.18,0.1,15.48,1.06,0.9537880000000001,0.15,0.85,3.78,4.87,0.11,0.01,0.82,,360.0,9.42,,0.7,6.3,13.0,,241.0,113.0,9.3,46.0,1.8,11.65,6.45,17.1,35.3,4.03,15.2,4.21,0.69,3.81,0.49,2.12,0.32,0.67,0.08,0.4,0.05,"Gao Peng, et al., 2021b",,,100.363788,4.593960795247683,-1.8705637238324302,3.246889855512194,0.7862063531865906,0.7786014888746025,-1.0989674205591295,0.5998444648056689,2.403034757321941,3.3948709234724586,0.15883769241279427,-3.116021062525832,3.185840707964602,0.1111111111111111,38.21656050955414,42.75,88.24999999999999,
72.27,0.1,15.5,1.09,0.9807820000000002,0.16,0.89,3.98,4.48,0.1,0.01,0.86,,347.0,10.1,,0.8,7.1,13.0,,211.0,107.5,9.3,51.0,2.0,11.55,5.51,16.4,34.1,3.9,14.3,3.95,0.58,3.43,0.45,2.01,0.3,0.63,0.08,0.38,0.05,"Gao Peng, et al., 2021b",,,100.420782,4.587491200236701,-1.8789577371660284,3.238970922283632,0.8055849791868062,0.800574785366045,-1.0340302096775378,0.6563549688529703,2.478476171343555,3.336347657208608,0.061573186896963054,-3.149699178940819,3.227906976744186,0.11267605633802819,34.35643564356436,43.1578947368421,89.73684210526316,
72.69,0.09,15.1,0.21,0.18895800000000001,0.16,0.93,3.54,4.94,0.14,0.01,0.96,,328.0,10.0,,0.3,4.8,10.0,,256.0,146.0,8.6,39.0,1.5,8.8,3.9,12.2,26.0,3.04,11.5,3.61,0.73,3.5,0.42,1.89,0.3,0.71,0.09,0.5,0.07,"Gao Peng, et al., 2021b",,,98.958958,4.850163515154495,-1.7077952257331215,3.5116983883948616,-0.6084873456093408,-0.8028325177494793,-1.1067107055959509,0.6185174351395119,2.251999204765909,3.292109267420312,0.29139394025454496,-3.2274815578834612,2.2465753424657535,0.0625,32.8,24.4,52.0,
72.32,0.09,15.46,0.99,0.890802,0.14,0.84,3.89,4.76,0.1,0.01,0.77,,358.0,9.24,,0.6,6.7,12.0,,212.0,105.5,9.4,46.0,1.8,10.8,10.0,15.0,31.4,3.59,13.2,3.76,0.6,3.47,0.44,1.94,0.31,0.7,0.08,0.39,0.05,"Gao Peng, et al., 2021b",,,100.260802,4.637290392295277,-1.9356338640787238,3.284649086529699,0.7573302037892268,0.7458590131060713,-1.1375027758262908,0.6168627227822556,2.4691800778215987,3.4207608102671965,0.10670171814536235,-3.071534269947632,3.3933649289099526,0.08955223880597014,38.74458874458875,38.46153846153846,80.51282051282051,
71.37,0.13,15.96,0.55,0.49489000000000005,0.24,0.72,3.18,6.16,0.2,0.03,1.02,,449.0,20.9,,0.9,9.3,16.0,,207.0,101.5,12.0,48.0,2.0,12.85,3.56,17.4,36.5,4.23,16.1,5.19,0.67,4.73,0.62,2.77,0.41,0.89,0.11,0.57,0.07,"Gao Peng, et al., 2021b",,,100.05489,4.473351979641978,-1.715677886762935,3.173754906920545,-0.02385549789736573,-0.13992231307487832,-0.9432500300853316,0.08740097823261446,1.767755111121518,3.0456449282520937,0.10936132553518231,-2.493513439864639,4.4236453201970445,0.0967741935483871,21.48325358851675,30.526315789473685,64.03508771929825,
71.01,0.02,16.94,0.7779506557012669,0.7,0.07,0.77,4.98,4.8,0.12,0.03,,,516.3,24.88,,2.66,14.73,,,70.05,30.01,10.97,37.26,2.23,6.29,4.32,7.53,15.79,1.84,6.47,2.39,0.23,2.3,0.42,2.03,0.33,0.81,0.11,0.71,0.1,"Xie Jia-Jia, et al., 2018",,,100.21795065570127,6.987098649785553,-0.9198653394474136,6.089427103213286,3.5405365732557517,3.901718399240091,2.01824018225447,5.014776650828336,8.228961858774076,10.581034963951327,10.445906957356032,16.132325294340777,17.204265244918357,0.18058384249830278,20.7516077170418,10.605633802816902,22.239436619718308,
73.89,0.03,14.94,0.8890864636585908,0.8,0.08,0.58,4.17,4.15,0.06,0.04,,,522.3,25.0,,2.68,14.85,,,71.49,30.11,11.3,37.59,2.22,6.09,4.04,6.99,14.66,1.73,6.16,2.26,0.23,2.21,0.41,2.06,0.33,0.82,0.12,0.74,0.1,"Xie Jia-Jia, et al., 2018",,,99.6290864636586,7.054009736305376,-0.4630097952365129,6.034670704918759,3.754205069808388,4.143995701334667,2.2979979134201494,4.889106181336199,8.19338987913733,10.572069394705371,9.762508940073603,16.33574723859723,17.346396545998005,0.18047138047138048,20.892,9.445945945945946,19.81081081081081,
71.55,0.07,15.86,1.011335852411647,0.91,0.15,0.94,4.17,4.96,0.24,0.02,,,365.7,32.09,,0.79,9.27,,,144.9,66.81,5.45,27.5,1.16,4.13,2.45,5.81,11.95,1.39,5.13,1.52,0.45,1.42,0.22,1.16,0.18,0.41,0.05,0.32,0.05,"Xie Jia-Jia, et al., 2018",,,99.88133585241162,6.749233044239479,0.1255292713677889,5.855185260527904,3.6267991692119144,3.9995309891030275,2.67100398020359,5.170784240861656,7.998528945609592,10.526385122516094,11.177389697590824,15.845618166862957,5.473731477323754,0.08522114347357067,11.396073543159861,18.15625,37.34375,
74.62,0.06,14.73,0.9224272060457879,0.83,0.15,0.68,3.86,4.5,0.07,0.02,,,354.9,31.17,,0.78,9.09,,,144.1,66.02,6.1,26.96,1.15,3.25,2.68,4.62,9.43,1.11,4.07,1.26,0.43,1.35,0.21,1.19,0.2,0.47,0.06,0.39,0.06,"Xie Jia-Jia, et al., 2018",,,100.44242720604578,6.975946830618569,0.16814456207218678,5.986875138814933,3.754829768991147,4.144704043626863,2.9380271547469246,5.132039349862654,8.226714453873598,10.797785547175279,10.171348594603687,15.845618166862957,5.375643744319903,0.0858085808580858,11.385948026948988,11.846153846153847,24.17948717948718,
73.19,0.06,15.02,0.9002000444543232,0.81,0.14,0.8,3.85,4.87,0.1,0.01,,,317.6,13.41,,0.74,7.41,,,204.6,91.23,5.14,35.38,1.51,7.27,5.89,12.64,24.47,2.95,10.82,3.01,0.63,2.58,0.36,1.37,0.17,0.32,0.04,0.21,0.03,"Xie Jia-Jia, et al., 2018",,,99.75020004445432,6.974463925202539,0.18681432865526806,6.028066369152138,3.7543328498892397,4.144140590327424,2.8892014970536346,5.327876524043452,8.28196312208964,10.963347046604065,10.745548618335695,15.355489095128682,3.4813109722678943,0.09986504723346828,23.683818046234155,60.1904761904762,116.52380952380952,
75.66,0.02,14.45,1.32,1.1877360000000001,0.01,0.65,6.4,1.04,0.02,0.21,,,228.0,13.2,,4.19,22.7,,,1.61,5.54,69.0,52.6,3.65,5.85,4.82,7.15,15.7,1.97,6.69,2.92,0.04,3.82,1.33,9.34,1.78,4.83,0.93,6.83,1.0,"Fan Jing-Jing, 2021",,,100.96773599999999,7.251606004780653,-0.696636848436501,6.168632399675087,4.358514415855469,4.8292180918743695,0.4163142913883111,5.0654018555080595,8.760859132511987,9.212040395955562,8.188526985138335,17.508291556317513,41.15523465703971,0.18458149779735686,17.272727272727273,1.0468521229868228,2.2986822840409955,
75.0,0.02,14.49,0.27,0.24294600000000002,0.06,0.39,4.1,5.23,0.05,0.04,,,672.0,45.1,,1.97,11.1,,,21.2,12.6,7.29,11.3,1.17,2.29,3.81,1.84,3.56,0.34,0.84,0.65,0.03,0.89,0.19,1.18,0.23,0.63,0.1,0.6,0.09,"Fan Jing-Jing, 2021",,,99.89294600000001,7.3704934853495985,-0.5572129939428716,6.325685142481067,2.8479420635950388,3.116390042681104,2.0879504113548126,4.5209527942987,8.167295494571137,10.825015319982965,9.61364401232192,16.33574723859723,53.333333333333336,0.17747747747747747,14.900221729490022,3.066666666666667,5.933333333333334,
